SA2	SA2 Name	ABSTUDY (Living allowance)	ABSTUDY (Non-living allowance)	Age Pension	Austudy	Carer Allowance	Carer Allowance (Child Health Care Card only)	Carer Payment	Commonwealth Rent Assistance	Commonwealth Seniors Health Card	Disability Support Pension	Family Tax Benefit A	Family Tax Benefit B	Health Care Card	JobSeeker Payment	Low Income Card	Parenting Payment Partnered	Parenting Payment Single	Pension Concession Card	Special Benefit	Youth Allowance (other)	Youth Allowance (student and apprentice)	Total Count
127021509	Bonnyrigg Heights - Bonnyrigg	5.00	5.00	1845.00	5.00	1165.00	5.00	935.00	1600.00	100.00	725.00	1275.00	1000.00	1200.00	920.00	65.00	95.00	225.00	4305.00	15.00	75.00	255.00	15820.00
127021510	Bossley Park - Abbotsbury	0.00	5.00	2360.00	15.00	1610.00	5.00	1275.00	1520.00	335.00	710.00	1185.00	885.00	1125.00	850.00	75.00	135.00	120.00	4980.00	15.00	70.00	200.00	17475.00
127021511	Cabramatta - Lansvale	5.00	5.00	2670.00	15.00	990.00	10.00	775.00	2385.00	115.00	855.00	1790.00	1445.00	1815.00	1625.00	120.00	105.00	395.00	5790.00	55.00	65.00	355.00	21385.00
127021512	Cabramatta West - Mount Pritchard	5.00	10.00	1750.00	10.00	950.00	10.00	740.00	1380.00	110.00	750.00	1485.00	1200.00	1425.00	1100.00	95.00	110.00	325.00	4260.00	25.00	90.00	230.00	16060.00
127021513	Canley Vale - Canley Heights	5.00	5.00	2170.00	20.00	1115.00	10.00	895.00	1835.00	75.00	860.00	1715.00	1370.00	1690.00	1385.00	115.00	110.00	370.00	5195.00	40.00	75.00	375.00	19430.00
127021514	Edensor Park	5.00	5.00	1200.00	0.00	795.00	5.00	650.00	775.00	75.00	385.00	630.00	495.00	595.00	485.00	45.00	70.00	85.00	2625.00	5.00	30.00	95.00	9055.00
127021515	Fairfield	0.00	5.00	2400.00	15.00	1905.00	10.00	1780.00	3450.00	55.00	1095.00	1510.00	1215.00	1735.00	1665.00	80.00	175.00	235.00	6525.00	30.00	105.00	275.00	24265.00
127021516	Fairfield - West	5.00	5.00	2430.00	20.00	2265.00	15.00	2080.00	2790.00	130.00	960.00	1865.00	1465.00	1780.00	1505.00	95.00	220.00	250.00	6700.00	15.00	115.00	315.00	25025.00
127021517	Greenfield Park - Prairiewood	0.00	0.00	1180.00	5.00	825.00	5.00	705.00	805.00	105.00	325.00	585.00	450.00	605.00	510.00	30.00	65.00	75.00	2605.00	5.00	30.00	125.00	9040.00
127021518	Horsley Park - Kemps Creek	0.00	5.00	350.00	5.00	110.00	5.00	50.00	120.00	175.00	95.00	135.00	105.00	105.00	70.00	10.00	5.00	40.00	580.00	5.00	5.00	10.00	1985.00
127021519	Smithfield - Wetherill Park	5.00	5.00	2505.00	10.00	1685.00	10.00	1410.00	2100.00	220.00	850.00	1510.00	1165.00	1450.00	1145.00	75.00	170.00	215.00	5660.00	10.00	85.00	240.00	20525.00
127021520	St Johns Park - Wakeley	5.00	0.00	1660.00	10.00	890.00	5.00	670.00	855.00	125.00	405.00	745.00	580.00	725.00	535.00	55.00	60.00	105.00	3190.00	5.00	30.00	160.00	10815.00
127021521	Wetherill Park Industrial	0.00	0.00	10.00	0.00	5.00	0.00	5.00	10.00	5.00	5.00	10.00	5.00	5.00	5.00	5.00	5.00	5.00	20.00	0.00	0.00	5.00	105.00
127031522	Casula	5.00	10.00	1505.00	15.00	820.00	5.00	580.00	1085.00	165.00	605.00	1185.00	920.00	1055.00	655.00	50.00	110.00	225.00	3280.00	10.00	50.00	160.00	12495.00
127031523	Chipping Norton - Moorebank	5.00	5.00	1755.00	10.00	660.00	10.00	340.00	785.00	410.00	385.00	1125.00	860.00	910.00	465.00	55.00	70.00	240.00	2995.00	5.00	30.00	145.00	11265.00
127031524	Holsworthy - Wattle Grove	5.00	5.00	1285.00	10.00	425.00	10.00	150.00	550.00	260.00	250.00	820.00	605.00	600.00	280.00	60.00	25.00	160.00	2015.00	5.00	20.00	65.00	7605.00
127031599	Lurnea - Cartwright	5.00	10.00	1220.00	15.00	990.00	20.00	845.00	1195.00	50.00	870.00	1350.00	1120.00	1265.00	875.00	40.00	190.00	275.00	3725.00	20.00	85.00	150.00	14315.00
127031601	Warwick Farm	0.00	5.00	570.00	5.00	310.00	0.00	240.00	630.00	10.00	425.00	535.00	455.00	480.00	450.00	30.00	35.00	145.00	1665.00	15.00	30.00	50.00	6085.00
127031730	Edmondson Park	5.00	5.00	340.00	15.00	285.00	5.00	160.00	550.00	60.00	170.00	710.00	530.00	600.00	280.00	45.00	55.00	125.00	915.00	5.00	25.00	90.00	4975.00
127031731	Liverpool - East	5.00	5.00	1315.00	25.00	845.00	5.00	665.00	2590.00	50.00	780.00	1560.00	1340.00	1550.00	1300.00	85.00	135.00	390.00	3825.00	40.00	100.00	165.00	16775.00
127031732	Liverpool - West	5.00	5.00	1530.00	15.00	995.00	10.00	820.00	1735.00	90.00	805.00	1290.00	1070.00	1210.00	865.00	50.00	150.00	265.00	3895.00	25.00	85.00	175.00	15090.00
127031733	Prestons	5.00	10.00	1095.00	10.00	540.00	5.00	345.00	590.00	80.00	350.00	935.00	690.00	840.00	405.00	50.00	60.00	160.00	2140.00	5.00	40.00	180.00	8535.00
128011529	Gymea - Grays Point	5.00	5.00	1390.00	5.00	215.00	5.00	55.00	315.00	680.00	210.00	360.00	280.00	345.00	160.00	40.00	5.00	75.00	1880.00	10.00	10.00	40.00	6090.00
128011530	Miranda - Yowie Bay	5.00	5.00	2160.00	10.00	350.00	5.00	125.00	700.00	735.00	460.00	645.00	505.00	565.00	340.00	50.00	15.00	105.00	3100.00	10.00	35.00	80.00	10005.00
128011531	Sylvania - Taren Point	5.00	10.00	1845.00	10.00	290.00	5.00	85.00	375.00	930.00	275.00	440.00	335.00	360.00	220.00	40.00	10.00	80.00	2485.00	5.00	15.00	40.00	7860.00
128011602	Caringbah	5.00	5.00	1300.00	10.00	200.00	5.00	70.00	520.00	235.00	335.00	460.00	385.00	355.00	280.00	30.00	5.00	100.00	2005.00	5.00	15.00	35.00	6360.00
128011603	Caringbah South	0.00	5.00	1020.00	5.00	180.00	5.00	40.00	145.00	665.00	125.00	180.00	140.00	180.00	80.00	25.00	5.00	30.00	1290.00	0.00	5.00	20.00	4145.00
128011604	Cronulla - Kurnell - Bundeena	5.00	5.00	1795.00	10.00	275.00	5.00	85.00	660.00	1035.00	300.00	565.00	460.00	535.00	365.00	60.00	15.00	120.00	2545.00	5.00	25.00	50.00	8920.00
128011605	Lilli Pilli - Port Hacking - Dolans Bay	0.00	0.00	145.00	5.00	25.00	0.00	5.00	10.00	175.00	20.00	35.00	25.00	40.00	15.00	5.00	0.00	10.00	190.00	0.00	0.00	10.00	715.00
128011606	Woolooware - Burraneer	5.00	5.00	555.00	5.00	75.00	0.00	15.00	180.00	370.00	80.00	145.00	110.00	135.00	85.00	10.00	5.00	25.00	750.00	0.00	5.00	20.00	2580.00
128021533	Heathcote - Waterfall	5.00	5.00	855.00	5.00	125.00	5.00	35.00	125.00	245.00	80.00	155.00	125.00	180.00	65.00	25.00	5.00	25.00	1050.00	0.00	10.00	10.00	3135.00
128021534	Illawong - Alfords Point	0.00	5.00	800.00	5.00	190.00	5.00	60.00	110.00	420.00	105.00	255.00	175.00	205.00	115.00	25.00	5.00	40.00	1105.00	5.00	5.00	20.00	3655.00
128021535	Menai - Lucas Heights - Woronora	5.00	5.00	1615.00	10.00	395.00	10.00	110.00	405.00	650.00	340.00	470.00	360.00	470.00	210.00	45.00	10.00	100.00	2330.00	5.00	20.00	60.00	7625.00
128021536	Oyster Bay - Como - Jannali	5.00	0.00	1595.00	5.00	320.00	10.00	80.00	320.00	825.00	325.00	425.00	315.00	425.00	230.00	40.00	5.00	95.00	2290.00	5.00	10.00	40.00	7365.00
128021537	Royal National Park	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	25.00
128021538	Sutherland - Kirrawee	5.00	5.00	2365.00	20.00	375.00	5.00	115.00	770.00	570.00	535.00	785.00	625.00	675.00	445.00	65.00	10.00	160.00	3495.00	10.00	40.00	65.00	11140.00
128021607	Engadine	5.00	0.00	1825.00	5.00	275.00	15.00	70.00	295.00	570.00	205.00	480.00	370.00	410.00	175.00	45.00	5.00	95.00	2370.00	5.00	20.00	40.00	7280.00
128021608	Loftus - Yarrawarrah	5.00	5.00	710.00	5.00	125.00	5.00	30.00	105.00	300.00	85.00	145.00	95.00	165.00	75.00	20.00	0.00	25.00	920.00	10.00	5.00	20.00	2855.00
128021609	Woronora Heights	0.00	5.00	195.00	5.00	55.00	5.00	10.00	30.00	120.00	35.00	55.00	40.00	60.00	25.00	5.00	0.00	10.00	270.00	0.00	5.00	5.00	935.00
201011001	Alfredton	5.00	5.00	1415.00	15.00	450.00	10.00	165.00	1085.00	330.00	475.00	1110.00	825.00	965.00	350.00	240.00	35.00	255.00	2525.00	5.00	35.00	95.00	10395.00
201011002	Ballarat	5.00	5.00	1385.00	15.00	205.00	5.00	90.00	815.00	490.00	440.00	350.00	290.00	560.00	375.00	150.00	10.00	90.00	2255.00	0.00	30.00	80.00	7645.00
201011005	Buninyong	5.00	0.00	720.00	5.00	155.00	5.00	50.00	250.00	220.00	150.00	240.00	180.00	385.00	145.00	120.00	5.00	50.00	1065.00	0.00	20.00	55.00	3825.00
201011006	Delacombe	5.00	0.00	1125.00	15.00	460.00	10.00	220.00	995.00	100.00	530.00	1170.00	915.00	945.00	445.00	160.00	45.00	350.00	2465.00	0.00	70.00	70.00	10095.00
201011007	Smythes Creek	0.00	0.00	365.00	5.00	115.00	5.00	50.00	70.00	65.00	90.00	195.00	125.00	190.00	85.00	65.00	5.00	25.00	580.00	0.00	10.00	10.00	2055.00
201011008	Wendouree - Miners Rest	5.00	10.00	2085.00	10.00	635.00	10.00	365.00	1305.00	225.00	1095.00	1145.00	925.00	1110.00	795.00	215.00	40.00	370.00	4405.00	5.00	120.00	45.00	14920.00
201011481	Ballarat East - Warrenheip	5.00	5.00	1365.00	10.00	345.00	5.00	165.00	860.00	195.00	650.00	575.00	475.00	645.00	460.00	150.00	25.00	175.00	2645.00	0.00	40.00	35.00	8830.00
201011482	Ballarat North - Invermay	5.00	5.00	1685.00	15.00	345.00	5.00	135.00	815.00	330.00	545.00	620.00	460.00	685.00	415.00	175.00	25.00	140.00	2760.00	5.00	25.00	50.00	9245.00
201011483	Canadian - Mount Clear	5.00	0.00	1410.00	15.00	385.00	5.00	190.00	910.00	220.00	565.00	720.00	585.00	810.00	495.00	160.00	25.00	220.00	2670.00	5.00	60.00	70.00	9525.00
201011484	Sebastopol - Redan	5.00	5.00	2050.00	15.00	595.00	5.00	345.00	1605.00	105.00	1210.00	1055.00	880.00	980.00	745.00	175.00	35.00	390.00	4475.00	5.00	95.00	55.00	14830.00
201021009	Bacchus Marsh Surrounds	5.00	0.00	680.00	10.00	175.00	5.00	70.00	195.00	125.00	175.00	300.00	220.00	325.00	160.00	85.00	5.00	70.00	1090.00	0.00	10.00	15.00	3720.00
201021010	Creswick - Clunes	0.00	0.00	1225.00	10.00	230.00	5.00	100.00	315.00	195.00	395.00	405.00	295.00	475.00	280.00	150.00	15.00	85.00	1995.00	0.00	25.00	10.00	6210.00
201021011	Daylesford	5.00	5.00	1425.00	10.00	185.00	5.00	85.00	335.00	305.00	325.00	405.00	295.00	465.00	265.00	170.00	10.00	70.00	2090.00	0.00	10.00	10.00	6475.00
201021012	Gordon (Vic.)	0.00	5.00	560.00	5.00	150.00	5.00	65.00	140.00	130.00	170.00	260.00	180.00	260.00	150.00	55.00	10.00	35.00	925.00	5.00	15.00	10.00	3135.00
201031013	Avoca	0.00	0.00	720.00	5.00	135.00	5.00	85.00	165.00	80.00	225.00	195.00	150.00	230.00	165.00	70.00	10.00	40.00	1170.00	0.00	10.00	5.00	3465.00
201031014	Beaufort	0.00	0.00	680.00	5.00	170.00	5.00	80.00	200.00	90.00	215.00	225.00	165.00	245.00	185.00	60.00	5.00	55.00	1160.00	0.00	15.00	20.00	3580.00
201031015	Golden Plains - North	0.00	0.00	575.00	5.00	175.00	5.00	90.00	90.00	70.00	185.00	265.00	175.00	260.00	170.00	80.00	5.00	30.00	995.00	0.00	15.00	5.00	3195.00
201031016	Maryborough (Vic.)	5.00	5.00	1900.00	5.00	415.00	5.00	240.00	820.00	145.00	680.00	585.00	490.00	635.00	510.00	185.00	20.00	200.00	3375.00	5.00	55.00	15.00	10295.00
201031017	Maryborough Surrounds	5.00	5.00	1135.00	5.00	245.00	5.00	155.00	250.00	85.00	395.00	330.00	250.00	435.00	340.00	135.00	20.00	80.00	1985.00	0.00	25.00	10.00	5895.00
202011018	Bendigo	5.00	0.00	1820.00	10.00	540.00	5.00	285.00	1405.00	240.00	1070.00	1005.00	855.00	1125.00	805.00	195.00	50.00	330.00	4010.00	0.00	100.00	110.00	13965.00
202011019	California Gully - Eaglehawk	5.00	10.00	1745.00	10.00	590.00	10.00	300.00	1050.00	135.00	890.00	1140.00	900.00	970.00	615.00	170.00	45.00	340.00	3710.00	0.00	80.00	55.00	12770.00
202011020	East Bendigo - Kennington	5.00	5.00	1865.00	15.00	370.00	5.00	160.00	995.00	490.00	615.00	670.00	540.00	755.00	430.00	185.00	20.00	175.00	3120.00	5.00	45.00	80.00	10550.00
202011021	Flora Hill - Spring Gully	5.00	5.00	995.00	10.00	245.00	0.00	95.00	830.00	215.00	365.00	540.00	450.00	730.00	340.00	125.00	15.00	135.00	1810.00	0.00	45.00	205.00	7160.00
202011022	Kangaroo Flat - Golden Square	5.00	5.00	3530.00	20.00	815.00	10.00	330.00	1880.00	385.00	1215.00	1455.00	1185.00	1325.00	815.00	285.00	45.00	425.00	6035.00	5.00	95.00	60.00	19925.00
202011023	Maiden Gully	0.00	0.00	425.00	5.00	140.00	5.00	40.00	105.00	95.00	115.00	235.00	155.00	210.00	75.00	70.00	5.00	45.00	685.00	0.00	5.00	10.00	2425.00
202011024	Strathfieldsaye	5.00	5.00	1005.00	5.00	260.00	5.00	70.00	245.00	310.00	165.00	450.00	345.00	430.00	125.00	125.00	5.00	95.00	1460.00	0.00	15.00	25.00	5150.00
202011025	White Hills - Ascot	5.00	5.00	1360.00	10.00	535.00	5.00	220.00	780.00	175.00	570.00	1115.00	835.00	830.00	395.00	160.00	40.00	310.00	2710.00	5.00	40.00	45.00	10150.00
202021026	Bendigo Surrounds - South	5.00	0.00	705.00	10.00	205.00	5.00	80.00	155.00	160.00	170.00	360.00	230.00	340.00	150.00	85.00	10.00	60.00	1130.00	0.00	15.00	20.00	3895.00
202021027	Castlemaine	5.00	5.00	1900.00	20.00	215.00	5.00	80.00	495.00	380.00	455.00	565.00	460.00	570.00	325.00	155.00	20.00	125.00	2770.00	5.00	15.00	30.00	8600.00
202021028	Castlemaine Surrounds	5.00	0.00	1410.00	5.00	225.00	5.00	85.00	295.00	280.00	355.00	390.00	275.00	430.00	280.00	135.00	10.00	80.00	2150.00	0.00	10.00	20.00	6445.00
202021029	Heathcote	5.00	5.00	960.00	5.00	225.00	5.00	110.00	270.00	80.00	280.00	260.00	215.00	290.00	250.00	70.00	10.00	70.00	1585.00	0.00	5.00	5.00	4705.00
202021030	Kyneton	0.00	5.00	1275.00	10.00	260.00	5.00	85.00	330.00	315.00	305.00	350.00	250.00	390.00	210.00	105.00	10.00	55.00	1880.00	0.00	15.00	15.00	5870.00
202021031	Woodend	0.00	5.00	840.00	5.00	165.00	5.00	45.00	265.00	310.00	175.00	205.00	155.00	275.00	100.00	90.00	5.00	35.00	1185.00	5.00	10.00	20.00	3900.00
202031032	Bendigo Surrounds - North	5.00	5.00	580.00	5.00	160.00	5.00	80.00	165.00	60.00	220.00	280.00	200.00	270.00	165.00	75.00	10.00	55.00	1055.00	0.00	15.00	10.00	3420.00
202031033	Loddon	5.00	0.00	1185.00	5.00	270.00	5.00	170.00	295.00	135.00	505.00	400.00	300.00	405.00	380.00	100.00	20.00	85.00	2220.00	0.00	10.00	15.00	6510.00
203011034	Bannockburn	0.00	5.00	625.00	5.00	225.00	10.00	75.00	160.00	140.00	130.00	385.00	255.00	370.00	125.00	105.00	10.00	70.00	980.00	5.00	15.00	15.00	3710.00
203011035	Golden Plains - South	0.00	0.00	655.00	5.00	245.00	5.00	95.00	135.00	105.00	200.00	365.00	255.00	375.00	175.00	100.00	10.00	60.00	1140.00	0.00	15.00	20.00	3960.00
203011036	Winchelsea	0.00	0.00	560.00	5.00	155.00	5.00	60.00	190.00	175.00	155.00	305.00	230.00	295.00	150.00	80.00	10.00	60.00	930.00	0.00	10.00	10.00	3385.00
203021037	Belmont	5.00	5.00	1745.00	20.00	335.00	5.00	135.00	1000.00	325.00	590.00	620.00	490.00	760.00	410.00	175.00	20.00	140.00	2895.00	5.00	40.00	110.00	9830.00
203021039	Geelong	10.00	5.00	1305.00	30.00	280.00	5.00	120.00	855.00	340.00	620.00	425.00	360.00	785.00	545.00	170.00	10.00	110.00	2500.00	5.00	40.00	140.00	8660.00
203021040	Geelong West - Hamlyn Heights	5.00	5.00	1960.00	20.00	410.00	5.00	150.00	1140.00	390.00	755.00	745.00	625.00	980.00	540.00	265.00	20.00	175.00	3400.00	5.00	50.00	100.00	11745.00
203021042	Highton	5.00	5.00	1935.00	30.00	410.00	10.00	105.00	1015.00	890.00	420.00	570.00	405.00	1265.00	360.00	315.00	10.00	90.00	2865.00	5.00	45.00	445.00	11200.00
203021043	Lara	5.00	5.00	2040.00	15.00	605.00	10.00	230.00	1060.00	255.00	515.00	1075.00	810.00	1015.00	475.00	210.00	45.00	245.00	3320.00	5.00	60.00	50.00	12050.00
203021044	Leopold	5.00	5.00	1900.00	10.00	410.00	10.00	145.00	650.00	300.00	380.00	700.00	535.00	715.00	315.00	230.00	20.00	145.00	2795.00	5.00	35.00	40.00	9350.00
203021045	Newcomb - Moolap	5.00	5.00	2575.00	10.00	660.00	5.00	320.00	1220.00	265.00	990.00	925.00	755.00	985.00	715.00	215.00	35.00	260.00	4620.00	5.00	75.00	60.00	14705.00
203021046	Newtown (Vic.)	5.00	5.00	680.00	20.00	160.00	5.00	55.00	380.00	330.00	220.00	215.00	175.00	360.00	165.00	105.00	5.00	40.00	1110.00	0.00	10.00	45.00	4090.00
203021047	North Geelong - Bell Park	5.00	5.00	2520.00	10.00	525.00	5.00	235.00	1025.00	250.00	635.00	755.00	610.00	870.00	595.00	190.00	25.00	190.00	3925.00	5.00	65.00	60.00	12505.00
203021485	Charlemont	0.00	10.00	1000.00	10.00	260.00	5.00	80.00	495.00	95.00	195.00	770.00	590.00	635.00	185.00	130.00	15.00	170.00	1565.00	5.00	20.00	130.00	6365.00
203021486	Corio - Lovely Banks	10.00	10.00	2020.00	15.00	935.00	10.00	560.00	1500.00	80.00	1345.00	1605.00	1305.00	1705.00	1215.00	275.00	110.00	470.00	5070.00	5.00	130.00	100.00	18475.00
203021487	Grovedale - Mount Duneed	5.00	5.00	2970.00	35.00	685.00	10.00	225.00	1300.00	430.00	800.00	1215.00	910.00	1320.00	500.00	335.00	30.00	240.00	4590.00	5.00	50.00	220.00	15880.00
203021488	Norlane	5.00	5.00	1215.00	5.00	520.00	5.00	330.00	1010.00	25.00	1070.00	865.00	780.00	950.00	870.00	115.00	45.00	335.00	3460.00	5.00	100.00	45.00	11760.00
203031048	Clifton Springs	5.00	5.00	2780.00	10.00	570.00	5.00	215.00	855.00	420.00	505.00	875.00	680.00	915.00	460.00	280.00	30.00	215.00	4030.00	5.00	40.00	45.00	12945.00
203031049	Lorne - Anglesea	0.00	0.00	650.00	5.00	65.00	5.00	20.00	155.00	390.00	90.00	135.00	95.00	205.00	85.00	75.00	5.00	20.00	855.00	0.00	5.00	15.00	2875.00
203031051	Portarlington	5.00	0.00	2320.00	5.00	380.00	5.00	185.00	900.00	480.00	395.00	415.00	325.00	605.00	345.00	265.00	10.00	115.00	3255.00	5.00	10.00	20.00	10045.00
203031052	Point Lonsdale - Queenscliff	0.00	0.00	940.00	5.00	60.00	0.00	20.00	125.00	505.00	80.00	100.00	70.00	170.00	55.00	90.00	5.00	15.00	1140.00	0.00	5.00	10.00	3395.00
203031053	Torquay	5.00	0.00	1860.00	20.00	285.00	10.00	60.00	445.00	840.00	240.00	665.00	485.00	780.00	270.00	250.00	5.00	100.00	2450.00	5.00	15.00	80.00	8870.00
203031489	Barwon Heads - Armstrong Creek	5.00	5.00	745.00	10.00	245.00	5.00	65.00	450.00	310.00	180.00	715.00	540.00	575.00	150.00	105.00	20.00	150.00	1230.00	0.00	15.00	85.00	5605.00
203031490	Ocean Grove	5.00	5.00	2210.00	15.00	360.00	5.00	100.00	640.00	760.00	320.00	610.00	455.00	725.00	265.00	290.00	5.00	115.00	2980.00	0.00	15.00	40.00	9920.00
204011054	Alexandra	0.00	0.00	1205.00	5.00	170.00	5.00	75.00	385.00	255.00	280.00	295.00	225.00	310.00	205.00	100.00	15.00	65.00	1785.00	0.00	10.00	10.00	5400.00
204011055	Euroa	0.00	5.00	1205.00	0.00	190.00	5.00	100.00	315.00	245.00	260.00	315.00	225.00	330.00	215.00	105.00	5.00	70.00	1795.00	0.00	10.00	5.00	5400.00
204011056	Kilmore - Broadford	5.00	5.00	2020.00	5.00	555.00	5.00	225.00	900.00	230.00	530.00	940.00	725.00	805.00	485.00	180.00	30.00	255.00	3345.00	0.00	35.00	45.00	11325.00
204011057	Mansfield (Vic.)	5.00	0.00	1390.00	5.00	180.00	5.00	75.00	270.00	280.00	245.00	465.00	315.00	400.00	205.00	130.00	10.00	85.00	1935.00	0.00	10.00	15.00	6025.00
204011058	Nagambie	5.00	5.00	805.00	5.00	125.00	5.00	55.00	345.00	145.00	150.00	195.00	145.00	225.00	165.00	75.00	5.00	50.00	1175.00	0.00	5.00	5.00	3690.00
204011059	Seymour	5.00	5.00	955.00	10.00	270.00	5.00	145.00	470.00	125.00	445.00	435.00	375.00	485.00	395.00	95.00	10.00	145.00	1940.00	0.00	35.00	15.00	6365.00
204011060	Seymour Surrounds	0.00	0.00	325.00	5.00	100.00	5.00	30.00	90.00	80.00	100.00	185.00	130.00	155.00	80.00	35.00	5.00	35.00	540.00	0.00	5.00	5.00	1910.00
204011061	Upper Yarra Valley	0.00	0.00	15.00	0.00	10.00	0.00	5.00	10.00	0.00	30.00	20.00	15.00	10.00	10.00	0.00	5.00	5.00	65.00	0.00	5.00	0.00	205.00
204011062	Yea	0.00	0.00	625.00	0.00	105.00	5.00	55.00	155.00	120.00	155.00	210.00	160.00	230.00	165.00	70.00	5.00	40.00	985.00	0.00	15.00	5.00	3105.00
204021063	Benalla	5.00	5.00	2115.00	5.00	400.00	5.00	190.00	785.00	350.00	650.00	655.00	510.00	640.00	435.00	160.00	20.00	195.00	3440.00	5.00	50.00	15.00	10635.00
204021064	Benalla Surrounds	0.00	0.00	460.00	0.00	100.00	5.00	50.00	105.00	85.00	115.00	160.00	105.00	160.00	105.00	30.00	0.00	30.00	730.00	0.00	10.00	5.00	2255.00
204021065	Rutherglen	5.00	5.00	610.00	5.00	130.00	5.00	50.00	165.00	135.00	150.00	200.00	140.00	185.00	105.00	50.00	5.00	40.00	920.00	0.00	10.00	5.00	2920.00
204021066	Wangaratta	5.00	5.00	3180.00	10.00	675.00	5.00	310.00	1270.00	460.00	1085.00	1235.00	975.00	1160.00	680.00	265.00	45.00	320.00	5355.00	0.00	100.00	50.00	17190.00
204021067	Wangaratta Surrounds	5.00	5.00	1125.00	0.00	250.00	5.00	90.00	240.00	300.00	250.00	425.00	295.00	420.00	215.00	130.00	15.00	60.00	1675.00	0.00	10.00	20.00	5535.00
204031068	Beechworth	0.00	0.00	725.00	5.00	95.00	5.00	30.00	175.00	170.00	130.00	195.00	145.00	190.00	100.00	50.00	5.00	35.00	980.00	0.00	5.00	10.00	3050.00
204031069	Bright - Mount Beauty	0.00	5.00	1120.00	5.00	150.00	0.00	65.00	270.00	290.00	175.00	340.00	210.00	320.00	135.00	105.00	5.00	30.00	1480.00	0.00	5.00	10.00	4720.00
204031070	Chiltern - Indigo Valley	0.00	0.00	405.00	5.00	85.00	0.00	30.00	105.00	60.00	90.00	155.00	110.00	145.00	115.00	30.00	5.00	30.00	625.00	0.00	10.00	5.00	2010.00
204031071	Myrtleford	0.00	5.00	770.00	5.00	125.00	0.00	50.00	220.00	165.00	165.00	235.00	160.00	220.00	130.00	55.00	10.00	45.00	1130.00	0.00	10.00	10.00	3510.00
204031072	Towong	0.00	5.00	920.00	0.00	165.00	0.00	85.00	220.00	195.00	235.00	290.00	205.00	255.00	190.00	55.00	10.00	55.00	1430.00	0.00	5.00	5.00	4325.00
204031073	West Wodonga	5.00	5.00	1830.00	5.00	590.00	10.00	240.00	905.00	200.00	665.00	1075.00	815.00	920.00	490.00	150.00	25.00	315.00	3340.00	0.00	70.00	40.00	11695.00
204031075	Yackandandah	0.00	5.00	490.00	5.00	95.00	0.00	30.00	130.00	140.00	80.00	205.00	150.00	165.00	75.00	40.00	5.00	40.00	705.00	0.00	5.00	5.00	2370.00
204031491	Baranduda - Leneva	5.00	5.00	965.00	10.00	395.00	10.00	120.00	395.00	265.00	225.00	735.00	535.00	565.00	175.00	85.00	20.00	145.00	1565.00	5.00	35.00	30.00	6290.00
204031492	Wodonga	5.00	15.00	2130.00	10.00	610.00	5.00	290.00	1295.00	245.00	950.00	1125.00	930.00	1070.00	785.00	160.00	40.00	355.00	4180.00	5.00	115.00	40.00	14360.00
205011076	Drouin	5.00	5.00	2695.00	10.00	635.00	5.00	260.00	1180.00	350.00	690.00	1395.00	1055.00	1110.00	650.00	315.00	25.00	345.00	4430.00	5.00	50.00	50.00	15265.00
205011077	Mount Baw Baw Region	0.00	0.00	775.00	5.00	140.00	0.00	55.00	155.00	200.00	150.00	275.00	215.00	330.00	150.00	140.00	5.00	75.00	1180.00	5.00	15.00	20.00	3890.00
205011078	Trafalgar (Vic.)	0.00	5.00	1140.00	5.00	250.00	5.00	105.00	350.00	220.00	255.00	475.00	375.00	425.00	230.00	110.00	15.00	115.00	1775.00	0.00	25.00	15.00	5895.00
205011079	Warragul	5.00	5.00	2775.00	20.00	635.00	15.00	245.00	1190.00	665.00	840.00	1290.00	995.00	1230.00	600.00	360.00	25.00	320.00	4620.00	5.00	55.00	75.00	15970.00
205021080	Alps - East	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	15.00
205021081	Bairnsdale	5.00	15.00	2780.00	5.00	610.00	5.00	290.00	1220.00	430.00	895.00	1085.00	845.00	1095.00	715.00	285.00	45.00	325.00	4780.00	0.00	115.00	30.00	15575.00
205021082	Bruthen - Omeo	0.00	5.00	1150.00	5.00	265.00	5.00	125.00	325.00	195.00	305.00	515.00	385.00	535.00	315.00	170.00	25.00	105.00	1900.00	0.00	25.00	10.00	6365.00
205021083	Lake King	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
205021084	Lakes Entrance	0.00	0.00	2485.00	5.00	420.00	5.00	220.00	905.00	405.00	590.00	620.00	475.00	740.00	540.00	245.00	25.00	200.00	3850.00	5.00	50.00	20.00	11805.00
205021085	Orbost	0.00	5.00	1270.00	5.00	210.00	5.00	130.00	365.00	190.00	425.00	360.00	290.00	485.00	410.00	135.00	15.00	90.00	2170.00	0.00	30.00	5.00	6595.00
